target,type,source
Le Marquis,undirected,intense passion for jewels
Le Marquis,undirected,shielded
shielded,undirected,his face
Le Marquis,undirected,smiled
smiled,undirected,gently
Le Marquis,undirected,mysterious
Le Marquis,undirected,a great man
Le Marquis,undirected,plausible manner
Le Marquis,undirected,ingratiating manner
Le Marquis,undirected,rose
Le Marquis,undirected,took up
Le Marquis,undirected,threw carelessly
Le Marquis,undirected,not_limp
